damagearea,avg_temp,min_temp,max_temp,rainfall,max_wind_speed,avg_wind
0.00019727756954034323,25.0,18.6,32.0,0.0,3.1,1.2
0.0005918327086210297,26.1,18.7,34.1,0.0,3.2,1.4
0.0,26.1,18.7,34.1,0.0,3.2,1.4
0.001775498125863089,26.3,17.8,34.0,0.0,2.4,1.0
0.00019727756954034323,24.1,20.4,29.6,4.4,5.5,1.9
0.0,23.4,19.6,29.5,0.0,4.1,1.9
0.00019727756954034323,22.6,17.3,29.2,0.0,3.7,1.1
0.0,22.6,17.3,29.2,0.0,3.7,1.1
0.000986387847701716,24.2,18.5,31.9,0.0,4.7,1.7
0.0011836654172420595,26.8,19.1,35.0,0.0,2.7,1.1
0.0,25.5,20.8,30.2,0.0,3.5,1.4
0.0,25.5,20.8,30.2,0.0,3.5,1.4
0.0,14.3,7.9,22.0,0.0,2.8,0.9
0.0,11.0,6.2,19.0,0.0,2.6,0.8
0.007693825212073386,14.0,7.1,21.0,0.0,3.5,1.1
0.001775498125863089,12.9,7.8,19.8,0.0,3.6,1.3
0.0003945551390806864,9.5,2.2,16.4,0.0,3.7,1.2
0.001775498125863089,8.3,1.0,16.5,0.0,2.3,0.8
0.0005918327086210297,9.2,1.3,18.9,0.0,1.8,0.8
0.000986387847701716,10.0,1.3,18.1,0.0,4.0,1.3
0.0007891102781613729,10.0,1.3,18.1,0.0,4.0,1.3
0.0003945551390806864,4.9,-0.4,10.7,0.0,5.1,1.9
0.0,7.9,2.7,13.3,0.0,7.0,2.9
0.0003945551390806864,7.9,2.7,13.3,0.0,7.0,2.9
0.0007891102781613729,-1.3,-7.7,5.6,0.0,2.6,0.9
0.0,0.3,-3.3,5.4,0.0,2.8,0.9
0.002761885973564805,-2.4,-8.0,4.1,0.0,3.9,0.9
0.0007891102781613729,-1.5,-7.8,6.0,0.0,2.9,0.9
0.0,2.9,-0.5,9.5,0.0,4.9,1.1
0.0029591635431051484,2.2,-1.8,8.2,0.0,4.4,1.1
0.00019727756954034323,0.1,-4.3,5.7,0.0,5.3,1.4
0.0011836654172420595,1.0,-6.4,5.8,0.0,2.3,0.9
0.0003945551390806864,4.6,-1.0,9.8,0.0,2.2,0.8
0.0003945551390806864,1.9,-2.2,7.7,0.0,4.7,1.6
0.000986387847701716,-1.2,-8.7,5.9,1.7,3.7,1.5
0.0037482738212665213,-1.2,-8.7,5.9,1.7,3.7,1.5
0.0015782205563227457,-6.5,-9.5,-2.0,0.0,3.3,1.8
0.0,-1.3,-6.3,3.7,0.0,4.8,1.8
0.0003945551390806864,-1.3,-6.3,3.7,0.0,4.8,1.8
0.0,-0.9,-7.0,3.9,0.0,5.3,1.6
0.0,3.2,-1.9,10.5,0.0,4.5,1.2
0.0003945551390806864,3.2,-5.1,13.3,0.0,3.4,0.9
0.0037482738212665213,4.7,-4.0,14.7,0.0,3.2,0.9
0.000986387847701716,4.4,-4.9,13.9,0.0,2.0,0.6
0.0,5.3,-0.8,11.1,0.0,3.0,1.0
0.0,7.0,-0.7,13.7,0.0,2.9,1.1
0.0011836654172420595,1.3,-1.7,5.4,0.0,6.3,2.6
0.0003945551390806864,2.5,-2.8,8.2,0.0,3.7,1.8
0.0,1.8,-3.0,8.6,0.0,4.2,1.8
0.0037482738212665213,2.6,-5.7,10.8,0.0,1.9,0.7
0.0025646084040244622,3.9,-3.0,13.0,0.0,3.2,1.0
0.00019727756954034323,3.9,-3.0,13.0,0.0,3.2,1.0
0.002761885973564805,5.7,-0.6,12.5,0.0,2.9,0.8
0.0015782205563227457,7.5,-1.0,17.4,0.0,2.3,0.7
0.001775498125863089,9.9,0.9,17.6,0.0,1.9,0.8
0.0,7.6,-2.0,15.3,0.0,2.4,0.7
0.0,9.5,-0.4,17.1,0.0,2.5,0.7
0.0003945551390806864,6.5,-1.0,14.1,0.0,6.3,2.2
0.0003945551390806864,3.9,-2.9,8.9,0.0,6.4,3.0
0.0005918327086210297,4.9,-1.7,10.7,0.0,5.3,2.3
