No,Column1,location,stdt,eddt,damagearea,경도,위도,상태
619,618,경기김포,2017-03-29,2017-03-29,0.01,126.6015557,37.68465337,인근좌표
620,619,경기양평,2017-03-29,2017-03-29,0.5,127.5810959,37.51899594,인근좌표
621,620,경기양평,2017-03-29,2017-03-31,0.26,127.5810959,37.51899594,인근좌표
622,621,경기구리,2017-03-19,2017-03-19,0.2,129.4206627,35.70495594,인근좌표
623,622,경기군포,2017-03-30,2017-03-30,0.19,126.9207146,37.34179669,인근좌표
624,623,경기여주,2017-03-30,2017-03-30,0.16,127.644285,37.28762711,인근좌표
625,624,경기양주,2017-03-30,2017-03-30,0.1,127.0141132,37.80569311,인근좌표
626,625,경기양평,2017-03-30,2017-03-30,0.15,127.5810959,37.51899594,인근좌표
627,626,경기화성,2017-03-30,2017-03-30,0.3,126.9162557,37.15266119,인근좌표
628,627,경기연천,2015-04-28,2015-04-28,0.5,127.0268198,38.08507414,인근좌표
629,628,경기양평,2015-04-28,2015-04-28,0.02,127.5810959,37.51899594,인근좌표
630,629,경기여주,2015-05-05,2015-05-05,1,127.644285,37.28762711,인근좌표
631,630,경기가평,2015-05-10,2015-05-10,0.01,127.4076594,37.8112458,인근좌표
632,631,경기포천,2015-05-11,2015-05-11,0.2,127.237579,37.96766787,인근좌표
633,632,경기과천,2015-05-17,2015-05-18,0.5,127.0038933,37.43419438,인근좌표
634,633,경기연천,2015-05-24,2015-05-24,0.2,127.0268198,38.08507414,인근좌표
635,634,경기포천,2015-05-24,2015-05-25,3,127.237579,37.96766787,인근좌표
636,635,경기연천,2015-05-25,2015-05-25,0.19,127.0268198,38.08507414,인근좌표
637,636,경기수원,2015-05-25,2015-05-25,0.01,127.0029967,37.31811976,인근좌표
638,637,경기화성,2017-04-01,2017-04-01,0.2,126.9162557,37.15266119,인근좌표
639,638,경기파주,2017-04-02,2017-04-02,0.02,126.8077119,37.84944357,인근좌표
640,639,경기화성,2017-04-03,2017-04-03,0.3,126.9162557,37.15266119,인근좌표
641,640,경기광주,2017-04-03,2017-04-03,0.2,127.2917767,37.4004581,인근좌표
642,641,경기화성,2017-04-03,2017-04-03,2.5,126.9162557,37.15266119,인근좌표
643,642,경기포천,2017-04-03,2017-04-03,0.3,127.237579,37.96766787,인근좌표
644,643,경기양평,2017-04-04,2017-04-04,0.6,127.5810959,37.51899594,인근좌표
645,644,경기양평,2017-04-04,2017-04-04,0.9,127.5810959,37.51899594,인근좌표
646,645,경기화성,2017-04-04,2017-04-04,0.1,126.9162557,37.15266119,인근좌표
647,646,경기화성,2017-04-04,2017-04-04,0.01,126.9162557,37.15266119,인근좌표
648,647,경기광주,2017-04-04,2017-04-04,0.5,127.2917767,37.4004581,인근좌표
649,648,경기파주,2017-04-04,2017-04-04,0.15,126.8077119,37.84944357,인근좌표
650,649,경기광명,2017-04-05,2017-04-05,0.1,126.8674732,37.44833711,인근좌표
651,650,경기양평,2017-04-10,2017-04-10,0.2,127.5810959,37.51899594,인근좌표
652,651,경기김포,2017-04-10,2017-04-10,0.05,126.6015557,37.68465337,인근좌표
653,652,경기동두천,2017-04-10,2017-04-10,0.1,127.0669893,37.92058118,인근좌표
654,653,경기남양주,2017-04-10,2017-04-10,0.03,127.2580035,37.64296989,인근좌표
655,654,경기남양주,2017-04-12,2017-04-12,1,127.2580035,37.64296989,인근좌표
656,655,경기포천,2017-04-12,2017-04-12,0.03,127.237579,37.96766787,인근좌표
657,656,경기남양주,2017-04-12,2017-04-12,0.16,127.2580035,37.64296989,인근좌표
658,657,경기하남,2017-04-12,2017-04-12,2.5,127.2110935,37.5303375,인근좌표
659,658,경기화성,2017-04-12,2017-04-12,0.1,126.9162557,37.15266119,인근좌표
660,659,경기의왕,2017-04-13,2017-04-13,0.17,126.9891898,37.35795112,인근좌표
661,660,경기여주,2017-04-14,2017-04-14,0.4,127.644285,37.28762711,인근좌표
662,661,경기포천,2015-05-26,2015-05-26,0.3,127.237579,37.96766787,인근좌표
663,662,경기이천,2015-05-27,2015-05-27,0.23,127.4520008,37.20146617,인근좌표
664,663,경기포천,2015-05-27,2015-05-27,0.1,127.237579,37.96766787,인근좌표
665,664,경기광주,2015-05-27,2015-05-27,0.4,127.2917767,37.4004581,인근좌표
666,665,경기남양주,2015-05-28,2015-05-28,0.7,127.2580035,37.64296989,인근좌표
667,666,경기양주,2015-05-29,2015-05-29,0.03,127.0141132,37.80569311,인근좌표
668,667,경기구리,2015-05-29,2015-05-29,0.01,129.4206627,35.70495594,인근좌표
669,668,경기양주,2015-05-29,2015-05-29,0.1,127.0141132,37.80569311,인근좌표
670,669,경기이천,2015-05-29,2015-05-30,0.75,127.4520008,37.20146617,인근좌표
671,670,경기남양주,2015-06-01,2015-06-01,0.6,127.2580035,37.64296989,인근좌표
672,671,경기포천,2015-06-01,2015-06-01,0.01,127.237579,37.96766787,인근좌표
673,672,경기남양주,2015-06-01,2015-06-01,0.3,127.2580035,37.64296989,인근좌표
674,673,경기화성,2015-06-01,2015-06-01,0.3,126.9162557,37.15266119,인근좌표
675,674,경기수원,2015-06-01,2015-06-01,0.01,127.0029967,37.31811976,인근좌표
676,675,경기용인,2015-06-01,2015-06-01,0.06,127.2400364,37.22209372,인근좌표
677,676,경기구리,2015-06-02,2015-06-02,0.03,129.4206627,35.70495594,인근좌표
678,677,경기고양,2015-06-02,2015-06-02,0.3,126.8993676,37.66019018,인근좌표
679,678,경기양주,2015-06-02,2015-06-03,0.09,127.0141132,37.80569311,인근좌표
680,679,경기남양주,2015-06-03,2015-06-03,1.5,127.2580035,37.64296989,인근좌표
681,680,경기남양주,2015-06-03,2015-06-03,0.02,127.2580035,37.64296989,인근좌표
682,681,경기포천,2015-06-03,2015-06-03,0.04,127.237579,37.96766787,인근좌표
683,682,경기광주,2015-06-03,2015-06-03,0.05,127.2917767,37.4004581,인근좌표
684,683,경기양주,2015-06-04,2015-06-04,0.09,127.0141132,37.80569311,인근좌표
685,684,경기포천,2015-06-04,2015-06-04,5,127.237579,37.96766787,인근좌표
686,685,경기연천,2015-06-04,2015-06-04,0.3,127.0268198,38.08507414,인근좌표
687,686,경기광주,2017-04-16,2017-04-16,0.15,127.2917767,37.4004581,인근좌표
688,687,경기파주,2017-04-19,2017-04-19,0.03,126.8077119,37.84944357,인근좌표
689,688,경기포천,2017-04-22,2017-04-22,0.3,127.237579,37.96766787,인근좌표
690,689,경기고양,2017-04-22,2017-04-22,0.01,126.8993676,37.66019018,인근좌표
691,690,경기가평,2017-04-23,2017-04-23,1.5,127.4076594,37.8112458,인근좌표
692,691,경기화성,2017-04-23,2017-04-23,0.15,126.9162557,37.15266119,인근좌표
693,692,경기양평,2017-04-24,2017-04-24,0.1,127.5810959,37.51899594,인근좌표
694,693,경기광명,2017-04-24,2017-04-24,0.2,126.8674732,37.44833711,인근좌표
695,694,경기가평,2017-04-24,2017-04-24,0.03,127.4076594,37.8112458,인근좌표
696,695,경기포천,2017-04-24,2017-04-24,0.01,127.237579,37.96766787,인근좌표
697,696,경기의왕,2017-04-26,2017-04-26,0.03,126.9891898,37.35795112,인근좌표
698,697,경기화성,2017-04-26,2017-04-26,0.15,126.9162557,37.15266119,인근좌표
699,698,경기양평,2017-04-27,2017-04-27,0.2,127.5810959,37.51899594,인근좌표
700,699,경기광주,2017-04-27,2017-04-27,0.17,127.2917767,37.4004581,인근좌표
701,700,경기가평,2017-04-27,2017-04-27,0.09,127.4076594,37.8112458,인근좌표
702,701,경기광주,2017-04-28,2017-04-28,1,127.2917767,37.4004581,인근좌표
703,702,경기가평,2017-04-29,2017-04-29,2,127.4076594,37.8112458,인근좌표
704,703,경기남양주,2015-06-05,2015-06-05,0.06,127.2580035,37.64296989,인근좌표
705,704,경기화성,2015-06-06,2015-06-06,0.01,126.9162557,37.15266119,인근좌표
706,705,경기포천,2015-06-06,2015-06-06,0.5,127.237579,37.96766787,인근좌표
707,706,경기포천,2015-06-07,2015-06-07,0.5,127.237579,37.96766787,인근좌표
708,707,경기구리,2015-06-07,2015-06-07,0.01,129.4206627,35.70495594,인근좌표
709,708,경기포천,2015-06-08,2015-06-08,0.3,127.237579,37.96766787,인근좌표
710,709,경기포천,2015-06-08,2015-06-08,0.01,127.237579,37.96766787,인근좌표
711,710,경기안양,2015-06-19,2015-06-19,0.02,126.9027706,37.40454384,인근좌표
712,711,경기화성,2015-06-23,2015-06-23,0.12,126.9162557,37.15266119,인근좌표
713,712,경기오산,2017-04-30,2017-04-30,0.7,127.051305,37.1630728,인근좌표
714,713,경기화성,2017-04-30,2017-04-30,0.1,126.9162557,37.15266119,인근좌표
715,714,경기연천,2017-04-30,2017-04-30,0.1,127.0268198,38.08507414,인근좌표
716,715,경기양평,2017-05-01,2017-05-01,0.1,127.5810959,37.51899594,인근좌표
717,716,경기가평,2017-05-02,2017-05-02,0.2,127.4076594,37.8112458,인근좌표
718,717,경기양평,2017-05-02,2017-05-02,0.2,127.5810959,37.51899594,인근좌표
719,718,경기가평,2017-05-03,2017-05-03,0.5,127.4076594,37.8112458,인근좌표
720,719,경기파주,2017-05-03,2017-05-03,0.2,126.8077119,37.84944357,인근좌표
721,720,경기여주,2017-05-03,2017-05-03,0.5,127.644285,37.28762711,인근좌표
722,721,경기파주,2017-05-03,2017-05-03,0.01,126.8077119,37.84944357,인근좌표
723,722,경기남양주,2017-05-06,2017-05-06,0.5,127.2580035,37.64296989,인근좌표
724,723,경기화성,2017-05-06,2017-05-06,0.06,126.9162557,37.15266119,인근좌표
725,724,경기화성,2017-05-06,2017-05-06,0.5,126.9162557,37.15266119,인근좌표
726,725,경기안양,2017-05-06,2017-05-06,0.1,126.9027706,37.40454384,인근좌표
727,726,경기김포,2017-05-06,2017-05-06,1,126.6015557,37.68465337,인근좌표
728,727,경기화성,2017-05-06,2017-05-06,0.13,126.9162557,37.15266119,인근좌표
729,728,경기수원,2014-02-26,2014-02-26,0.5,127.0029967,37.31811976,인근좌표
730,729,경기동두천,2014-02-27,2014-02-27,0.2,127.0669893,37.92058118,인근좌표
731,730,경기안성,2015-09-08,2015-09-08,0.06,127.3059003,37.02476089,인근좌표
732,731,경기화성,2015-09-15,2015-09-15,0.01,126.9162557,37.15266119,인근좌표
733,732,경기광주,2015-09-21,2015-09-21,0.02,127.2917767,37.4004581,인근좌표
734,733,경기화성,2015-09-24,2015-09-24,0.01,126.9162557,37.15266119,인근좌표
735,734,경기양주,2015-09-26,2015-09-26,0.2,127.0141132,37.80569311,인근좌표
736,735,경기안양,2015-09-27,2015-09-27,0.01,126.9027706,37.40454384,인근좌표
737,736,경기남양주,2015-09-28,2015-09-28,0.01,127.2580035,37.64296989,인근좌표
738,737,경기파주,2015-09-29,2015-09-29,0.1,126.8077119,37.84944357,인근좌표
739,738,경기안양,2015-09-29,2015-09-29,0.01,126.9027706,37.40454384,인근좌표
740,739,경기파주,2015-10-05,2015-10-05,0.2,126.8077119,37.84944357,인근좌표
741,740,경기수원,2015-10-06,2015-10-06,0.01,127.0029967,37.31811976,인근좌표
742,741,경기양주,2015-10-08,2015-10-08,0.03,127.0141132,37.80569311,인근좌표
743,742,경기의정부,2015-10-10,2015-10-10,0.1,127.0666545,37.73305139,인근좌표
744,743,경기안양,2017-05-07,2017-05-07,0.03,126.9027706,37.40454384,인근좌표
745,744,경기화성,2017-05-23,2017-05-23,0.01,126.9162557,37.15266119,인근좌표
746,745,경기구리,2017-05-27,2017-05-27,0.01,129.4206627,35.70495594,인근좌표
747,746,경기고양,2017-05-27,2017-05-27,0.03,126.8993676,37.66019018,인근좌표
748,747,경기시흥,2014-03-23,2014-03-23,0.1,126.8335661,37.39397721,인근좌표
749,748,경기연천,2014-03-28,2014-03-28,0.01,127.0268198,38.08507414,인근좌표
750,749,경기과천,2015-10-17,2015-10-18,0.3,127.0038933,37.43419438,인근좌표
751,750,경기양평,2015-11-03,2015-11-03,0.3,127.5810959,37.51899594,인근좌표
752,751,경기성남,2016-01-05,2016-01-05,0.1,127.1037334,37.43511843,인근좌표
753,752,경기남양주,2016-01-10,2016-01-10,0.2,127.2580035,37.64296989,인근좌표
754,753,경기광주,2016-11-01,2016-11-01,0.03,127.2917767,37.4004581,인근좌표
755,754,경기이천,2016-11-02,2016-11-02,0.33,127.4520008,37.20146617,인근좌표
756,755,경기광주,2016-11-05,2016-11-05,0.06,127.2917767,37.4004581,인근좌표
757,756,경기파주,2016-11-06,2016-11-07,0.5,126.8077119,37.84944357,인근좌표
758,757,경기양주,2017-06-03,2017-06-03,0.15,127.0141132,37.80569311,인근좌표
759,758,경기안양,2017-06-05,2017-06-05,0.02,126.9027706,37.40454384,인근좌표
760,759,경기양주,2017-06-05,2017-06-05,0.33,127.0141132,37.80569311,인근좌표
761,760,경기평택,2017-06-15,2017-06-15,0.16,127.0037131,37.02303199,인근좌표
762,761,경기화성,2017-06-17,2017-06-17,0.06,126.9162557,37.15266119,인근좌표
763,762,경기구리,2017-06-18,2017-06-18,0.01,129.4206627,35.70495594,인근좌표
764,763,경기가평,2017-06-18,2017-06-18,0.08,127.4076594,37.8112458,인근좌표
765,764,경기남양주,2017-06-19,2017-06-19,0.06,127.2580035,37.64296989,인근좌표
766,765,경기시흥,2014-04-05,2014-04-05,0.01,126.8335661,37.39397721,인근좌표
767,766,경기과천,2014-04-06,2014-04-06,0.12,127.0038933,37.43419438,인근좌표
768,767,경기하남,2014-04-06,2014-04-06,0.1,127.2110935,37.5303375,인근좌표
769,768,경기수원,2014-04-06,2014-04-06,0.01,127.0029967,37.31811976,인근좌표
770,769,경기광주,2014-04-06,2014-04-06,0.1,127.2917767,37.4004581,인근좌표
771,770,경기광주,2014-04-06,2014-04-06,0.1,127.2917767,37.4004581,인근좌표
772,771,경기고양,2014-04-08,2014-04-08,0.1,126.8993676,37.66019018,인근좌표
773,772,경기화성,2014-04-08,2014-04-08,0.1,126.9162557,37.15266119,인근좌표
774,773,경기남양주,2014-04-08,2014-04-08,0.01,127.2580035,37.64296989,인근좌표
775,774,경기고양,2014-04-08,2014-04-08,0.02,126.8993676,37.66019018,인근좌표
776,775,경기양평,2014-04-09,2014-04-09,0.1,127.5810959,37.51899594,인근좌표
777,776,경기남양주,2016-11-08,2016-11-08,0.2,127.2580035,37.64296989,인근좌표
778,777,경기부천,2016-12-03,2016-12-03,0.1,126.7823518,37.5062503,인근좌표
779,778,경기가평,2016-12-04,2016-12-04,0.04,127.4076594,37.8112458,인근좌표
780,779,경기가평,2016-12-05,2016-12-05,0.01,127.4076594,37.8112458,인근좌표
781,780,경기용인,2016-12-05,2016-12-05,0.09,127.2400364,37.22209372,인근좌표
782,781,경기양평,2016-12-07,2016-12-07,0.7,127.5810959,37.51899594,인근좌표
783,782,경기양평,2016-02-01,2016-02-01,0.5,127.5810959,37.51899594,인근좌표
784,783,경기남양주,2016-02-03,2016-02-03,0.15,127.2580035,37.64296989,인근좌표
785,784,경기양평,2016-02-05,2016-02-05,0.5,127.5810959,37.51899594,인근좌표
786,785,경기동두천,2016-02-05,2016-02-05,0.13,127.0669893,37.92058118,인근좌표
787,786,경기안성,2016-02-06,2016-02-06,0.01,127.3059003,37.02476089,인근좌표
788,787,경기가평,2016-02-07,2016-02-07,0.02,127.4076594,37.8112458,인근좌표
789,788,경기김포,2016-02-09,2016-02-09,0.1,126.6015557,37.68465337,인근좌표
790,789,경기화성,2016-02-09,2016-02-09,0.2,126.9162557,37.15266119,인근좌표
791,790,경기광주,2016-02-10,2016-02-10,0.6,127.2917767,37.4004581,인근좌표
792,791,경기여주,2016-02-10,2016-02-10,0.6,127.644285,37.28762711,인근좌표
793,792,경기포천,2016-02-11,2016-02-11,0.8,127.237579,37.96766787,인근좌표
794,793,경기안성,2016-02-11,2016-02-11,0.1,127.3059003,37.02476089,인근좌표
795,794,경기용인,2017-06-20,2017-06-20,0.3,127.2400364,37.22209372,인근좌표
796,795,경기광주,2017-06-21,2017-06-21,0.01,127.2917767,37.4004581,인근좌표
797,796,경기양평,2017-06-21,2017-06-21,0.04,127.5810959,37.51899594,인근좌표
798,797,경기양평,2017-06-23,2017-06-23,0.1,127.5810959,37.51899594,인근좌표
799,798,경기화성,2017-06-23,2017-06-23,0.3,126.9162557,37.15266119,인근좌표
800,799,경기하남,2017-11-07,2017-11-07,0.09,127.2110935,37.5303375,인근좌표
801,800,경기김포,2017-11-08,2017-11-08,0.02,126.6015557,37.68465337,인근좌표
802,801,경기파주,2017-11-10,2017-11-10,6.5,126.8077119,37.84944357,인근좌표
803,802,경기양평,2017-11-16,2017-11-16,0.07,127.5810959,37.51899594,인근좌표
804,803,경기양평,2017-11-16,2017-11-16,0.15,127.5810959,37.51899594,인근좌표
805,804,경기남양주,2017-11-16,2017-11-16,0.1,127.2580035,37.64296989,인근좌표
806,805,경기파주,2017-11-17,2017-11-17,0.03,126.8077119,37.84944357,인근좌표
807,806,경기안산,2014-04-14,2014-04-14,0.5,126.8574791,37.32275536,인근좌표
808,807,경기가평,2014-04-15,2014-04-15,0.02,127.4076594,37.8112458,인근좌표
809,808,경기포천,2014-04-20,2014-04-20,0.01,127.237579,37.96766787,인근좌표
810,809,경기구리,2014-04-20,2014-04-20,0.01,129.4206627,35.70495594,인근좌표
811,810,경기가평,2014-04-21,2014-04-21,0.3,127.4076594,37.8112458,인근좌표
812,811,경기가평,2014-04-22,2014-04-22,0.3,127.4076594,37.8112458,인근좌표
813,812,경기포천,2014-04-22,2014-04-22,0.1,127.237579,37.96766787,인근좌표
814,813,경기가평,2016-02-21,2016-02-21,0.01,127.4076594,37.8112458,인근좌표
815,814,경기포천,2016-02-21,2016-02-21,0.1,127.237579,37.96766787,인근좌표
816,815,경기광주,2016-02-26,2016-02-26,2.7,127.2917767,37.4004581,인근좌표
817,816,경기양주,2016-02-26,2016-02-26,0.01,127.0141132,37.80569311,인근좌표
818,817,경기가평,2016-02-27,2016-02-27,0.01,127.4076594,37.8112458,인근좌표
819,818,경기양주,2016-03-04,2016-03-04,0.06,127.0141132,37.80569311,인근좌표
820,819,경기광주,2016-03-04,2016-03-04,0.1,127.2917767,37.4004581,인근좌표
821,820,경기여주,2016-03-14,2016-03-14,0.8,127.644285,37.28762711,인근좌표
822,821,경기양주,2016-03-15,2016-03-15,0.2,127.0141132,37.80569311,인근좌표
823,822,경기양주,2016-03-16,2016-03-16,0.3,127.0141132,37.80569311,인근좌표
824,823,경기양평,2016-03-16,2016-03-16,0.2,127.5810959,37.51899594,인근좌표
825,824,경기가평,2016-03-16,2016-03-16,0.1,127.4076594,37.8112458,인근좌표
826,825,경기안성,2016-03-16,2016-03-16,2,127.3059003,37.02476089,인근좌표
827,826,경기하남,2016-03-16,2016-03-16,0.09,127.2110935,37.5303375,인근좌표
828,827,경기안산,2016-02-11,2016-02-11,0.2,126.8574791,37.32275536,인근좌표
829,828,경기양주,2016-03-16,2016-03-16,0.06,127.0141132,37.80569311,인근좌표
830,829,경기용인,2016-03-16,2016-03-16,0.09,127.2400364,37.22209372,인근좌표
831,830,경기수원,2017-11-30,2017-11-30,0.13,127.0029967,37.31811976,인근좌표
832,831,경기양평,2017-12-09,2017-12-09,0.02,127.5810959,37.51899594,인근좌표
833,832,경기군포,2017-12-10,2017-12-10,0.09,126.9207146,37.34179669,인근좌표
834,833,경기안양,2018-12-10,2018-12-10,0.01,126.9027706,37.40454384,인근좌표
835,834,경기남양주,2014-04-22,2014-04-22,0.3,127.2580035,37.64296989,인근좌표
836,835,경기포천,2014-04-22,2014-04-22,0.01,127.237579,37.96766787,인근좌표
837,836,경기가평,2014-04-23,2014-04-23,0.04,127.4076594,37.8112458,인근좌표
838,837,경기파주,2014-04-23,2014-04-23,0.08,126.8077119,37.84944357,인근좌표
839,838,경기양평,2014-04-25,2014-04-25,0.01,127.5810959,37.51899594,인근좌표
840,839,경기용인,2016-03-17,2016-03-17,0.6,127.2400364,37.22209372,인근좌표
841,840,경기양평,2016-03-18,2016-03-18,0.3,127.5810959,37.51899594,인근좌표
842,841,경기가평,2016-03-19,2016-03-19,0.03,127.4076594,37.8112458,인근좌표
843,842,경기안성,2016-03-19,2016-03-19,0.6,127.3059003,37.02476089,인근좌표
844,843,경기가평,2016-03-19,2016-03-19,0.02,127.4076594,37.8112458,인근좌표
845,844,경기양평,2016-03-21,2016-03-21,0.2,127.5810959,37.51899594,인근좌표
846,845,경기안성,2016-03-22,2016-03-22,0.6,127.3059003,37.02476089,인근좌표
847,846,경기화성,2016-03-23,2016-03-23,0.1,126.9162557,37.15266119,인근좌표
848,847,경기양평,2016-03-24,2016-03-24,0.1,127.5810959,37.51899594,인근좌표
849,848,경기포천,2016-03-24,2016-03-24,0.2,127.237579,37.96766787,인근좌표
850,849,경기남양주,2016-03-24,2016-03-24,0.5,127.2580035,37.64296989,인근좌표
851,850,경기파주,2016-03-27,2016-03-27,0.09,126.8077119,37.84944357,인근좌표
852,851,경기화성,2016-03-27,2016-03-27,0.9,126.9162557,37.15266119,인근좌표
853,852,경기화성,2016-03-28,2016-03-28,0.1,126.9162557,37.15266119,인근좌표
854,853,경기광주,2016-03-28,2016-03-28,0.3,127.2917767,37.4004581,인근좌표
855,854,경기이천,2016-03-28,2016-03-28,0.1,127.4520008,37.20146617,인근좌표
856,855,경기양주,2016-03-28,2016-03-28,0.2,127.0141132,37.80569311,인근좌표
857,856,경기화성,2016-03-28,2016-03-28,0.2,126.9162557,37.15266119,인근좌표
858,857,경기여주,2016-03-28,2016-03-28,0.04,127.644285,37.28762711,인근좌표
859,858,경기부천,2018-12-23,2018-12-23,0.3,126.7823518,37.5062503,인근좌표
860,859,경기가평,2018-12-27,2018-12-27,0.03,127.4076594,37.8112458,인근좌표
861,860,경기남양주,2018-12-28,2018-12-28,0.3,127.2580035,37.64296989,인근좌표
862,861,경기화성,2018-12-28,2018-12-28,0.02,126.9162557,37.15266119,인근좌표
863,862,경기연천,2014-05-11,2014-05-11,0.3,127.0268198,38.08507414,인근좌표
864,863,경기안성,2014-05-18,2014-05-18,0.01,127.3059003,37.02476089,인근좌표
865,864,경기안성,2014-05-20,2014-05-23,0.05,127.3059003,37.02476089,인근좌표
866,865,경기포천,2014-05-23,2014-05-23,0.01,127.237579,37.96766787,인근좌표
867,866,경기포천,2014-05-29,2014-05-29,0.02,127.237579,37.96766787,인근좌표
868,867,경기안산,2014-05-29,2014-05-30,0.1,126.8574791,37.32275536,인근좌표
869,868,경기광주,2016-03-30,2016-03-30,0.1,127.2917767,37.4004581,인근좌표
870,869,경기남양주,2016-03-30,2016-03-30,0.8,127.2580035,37.64296989,인근좌표
871,870,경기포천,2016-03-30,2016-03-30,0.1,127.237579,37.96766787,인근좌표
872,871,경기양주,2016-03-31,2016-03-31,8.3,127.0141132,37.80569311,인근좌표
873,872,경기하남,2016-03-31,2016-03-31,0.1,127.2110935,37.5303375,인근좌표
874,873,경기안양,2016-03-31,2016-03-31,0.4,126.9027706,37.40454384,인근좌표
875,874,경기포천,2016-03-31,2016-03-31,0.06,127.237579,37.96766787,인근좌표
876,875,경기광주,2016-04-01,2016-04-01,2.6,127.2917767,37.4004581,인근좌표
877,876,경기이천,2016-04-01,2016-04-01,1,127.4520008,37.20146617,인근좌표
878,877,경기광주,2016-04-01,2016-04-01,0.3,127.2917767,37.4004581,인근좌표
879,878,경기양평,2016-04-01,2016-04-01,0.3,127.5810959,37.51899594,인근좌표
880,879,경기광주,2016-04-02,2016-04-03,2,127.2917767,37.4004581,인근좌표
881,880,경기광주,2016-04-02,2016-04-02,1,127.2917767,37.4004581,인근좌표
882,881,경기가평,2016-04-02,2016-04-02,7,127.4076594,37.8112458,인근좌표
883,882,경기안산,2014-07-07,2014-07-07,0.01,126.8574791,37.32275536,인근좌표
884,883,경기구리,2014-07-12,2014-07-12,0.01,129.4206627,35.70495594,인근좌표
885,884,경기가평,2014-07-18,2014-07-18,0.01,127.4076594,37.8112458,인근좌표
886,885,경기김포,2014-07-20,2014-07-20,0.6,126.6015557,37.68465337,인근좌표
887,886,경기남양주,2014-10-13,2014-10-13,0.02,127.2580035,37.64296989,인근좌표
888,887,경기양평,2014-10-16,2014-10-17,0.1,127.5810959,37.51899594,인근좌표
889,888,경기양평,2014-10-17,2014-10-17,0.5,127.5810959,37.51899594,인근좌표
890,889,경기양평,2014-10-17,2014-10-18,0.3,127.5810959,37.51899594,인근좌표
891,890,경기고양,2014-11-04,2014-11-04,0.02,126.8993676,37.66019018,인근좌표
892,891,경기용인,2014-11-09,2014-11-09,0.01,127.2400364,37.22209372,인근좌표
893,892,경기의정부,2014-11-10,2014-11-10,0.01,127.0666545,37.73305139,인근좌표
894,893,경기광주,2014-11-15,2014-11-15,0.1,127.2917767,37.4004581,인근좌표
895,894,경기남양주,2014-11-19,2014-11-19,0.01,127.2580035,37.64296989,인근좌표
896,895,경기연천,2014-11-21,2014-11-21,0.01,127.0268198,38.08507414,인근좌표
897,896,경기파주,2014-12-08,2014-12-08,0.01,126.8077119,37.84944357,인근좌표
898,897,경기포천,2016-04-04,2016-04-04,0.2,127.237579,37.96766787,인근좌표
899,898,경기고양,2016-04-04,2016-04-04,0.39,126.8993676,37.66019018,인근좌표
900,899,경기파주,2016-04-05,2016-04-05,0.2,126.8077119,37.84944357,인근좌표
901,900,경기용인,2016-04-05,2016-04-05,0.16,127.2400364,37.22209372,인근좌표
902,901,경기이천,2016-04-06,2016-04-06,0.5,127.4520008,37.20146617,인근좌표
903,902,경기시흥,2016-04-06,2016-04-06,0.5,126.8335661,37.39397721,인근좌표
904,903,경기광주,2016-04-06,2016-04-06,0.6,127.2917767,37.4004581,인근좌표
905,904,경기군포,2016-04-06,2016-04-06,0.1,126.9207146,37.34179669,인근좌표
906,905,경기포천,2016-04-08,2016-04-08,0.5,127.237579,37.96766787,인근좌표
907,906,경기이천,2016-04-10,2016-04-10,0.06,127.4520008,37.20146617,인근좌표
908,907,경기파주,2016-04-10,2016-04-10,2,126.8077119,37.84944357,인근좌표
909,908,경기하남,2016-04-10,2016-04-10,0.1,127.2110935,37.5303375,인근좌표
910,909,경기화성,2016-04-11,2016-04-11,0.09,126.9162557,37.15266119,인근좌표
911,910,경기화성,2016-04-11,2016-04-11,0.35,126.9162557,37.15266119,인근좌표
912,911,경기동두천,2016-04-11,2016-04-11,0.06,127.0669893,37.92058118,인근좌표
913,912,경기하남,2016-04-12,2016-04-12,0.5,127.2110935,37.5303375,인근좌표
914,913,경기포천,2016-04-15,2016-04-15,0.03,127.237579,37.96766787,인근좌표
915,914,경기남양주,2016-04-15,2016-04-15,0.08,127.2580035,37.64296989,인근좌표
916,915,경기가평,2016-04-16,2016-04-16,0.7,127.4076594,37.8112458,인근좌표
917,916,경기가평,2016-04-16,2016-04-16,0.1,127.4076594,37.8112458,인근좌표
918,917,경기양주,2016-04-16,2016-04-16,0.01,127.0141132,37.80569311,인근좌표
919,918,경기시흥,2016-04-29,2016-04-29,0.1,126.8335661,37.39397721,인근좌표
920,919,경기광주,2016-05-14,2016-05-14,0.13,127.2917767,37.4004581,인근좌표
921,920,경기파주,2015-01-31,2015-02-01,0.13,126.8077119,37.84944357,인근좌표
922,921,경기광주,2015-02-04,2015-02-04,0.05,127.2917767,37.4004581,인근좌표
923,922,경기양주,2015-02-12,2015-02-12,0.01,127.0141132,37.80569311,인근좌표
924,923,경기광주,2015-02-12,2015-02-12,0.01,127.2917767,37.4004581,인근좌표
925,924,경기안성,2015-02-13,2015-02-13,0.01,127.3059003,37.02476089,인근좌표
926,925,경기양주,2015-02-26,2015-02-26,0.01,127.0141132,37.80569311,인근좌표
927,926,경기김포,2015-02-27,2015-02-27,0.01,126.6015557,37.68465337,인근좌표
928,927,경기고양,2015-02-27,2015-02-27,0.05,126.8993676,37.66019018,인근좌표
929,928,경기화성,2015-03-01,2015-03-01,0.01,126.9162557,37.15266119,인근좌표
